rw,r,Tu,Hu,Tl,Hl,L,Kw,y
0.059278015,20345.787,111183.7,1077.3088,110.04017,702.1407,1326.761,11858.163,36.94859
0.13598806,11399.925,113256.93,1048.4711,78.00305,756.8662,1135.7662,10115.831,149.10358
0.10900494,5960.763,100352.86,1109.2178,104.070274,704.16785,1379.8179,11928.866,130.01509
0.06486969,44786.22,80824.97,1007.979,78.5342,760.9168,1437.1141,9879.932,22.39893
0.14506467,6798.0986,81317.9,1108.1228,115.64322,743.6534,1421.8083,10847.038,182.46083
0.1351649,33821.855,111468.59,1018.3403,87.4898,755.3988,1222.6532,11596.818,141.40175
0.11649182,48546.785,96041.234,1089.8271,74.86273,752.996,1475.4971,10958.417,105.728714
0.1005236,5797.6953,103286.77,1053.2426,77.487915,737.8349,1282.5155,11391.95,88.37773
0.11031384,10412.44,89840.164,1014.57355,105.59759,817.1637,1393.117,11197.269,60.339626
0.06406349,5179.2676,74135.54,1101.609,112.371666,713.91833,1412.485,11216.588,39.629738
0.060725465,30479.926,107662.33,1064.3904,71.436844,772.64764,1399.7501,11361.891,27.358877
0.06633406,47425.03,112595.1,1108.5272,110.49729,723.35614,1662.934,10018.58,32.02621
0.1291423,39858.98,95442.195,1074.923,76.220055,815.6133,1325.0997,10619.098,107.68482
0.10836665,8014.685,63313.11,1004.4009,64.99431,731.2721,1661.8486,10844.486,65.32242
0.087131955,7826.2944,71830.54,1056.7924,108.49241,769.138,1248.5468,10521.162,57.62017
0.10798278,9685.347,77023.58,1072.1898,73.48771,745.0635,1187.9752,9952.051,99.63163
0.12821048,26022.287,65314.65,993.82196,72.15367,710.6115,1484.0846,10773.793,105.11013
0.05340769,47383.35,74685.09,1026.9946,82.78093,765.6978,1648.0886,11543.363,16.372894
0.13751596,43716.344,82377.734,991.3805,76.190056,766.55835,1593.5502,10605.211,87.96781
0.081205726,1650.2086,107546.36,1079.2474,104.568985,735.59314,1602.3906,10339.767,45.84699
0.14455716,35086.695,87333.84,1056.6753,93.78996,743.1917,1579.9967,10611.225,136.94258
0.07029237,841.3484,66073.28,1046.982,104.98978,743.5967,1181.4036,9914.465,39.448097
0.08905652,46069.68,65956.42,1069.1024,76.34156,715.3077,1290.1038,9941.898,67.576164
0.056254465,5116.4365,78293.82,1046.7594,101.50025,800.1915,1223.8641,11094.058,22.18485
0.06998704,33004.68,108286.3,1091.2505,68.72482,700.6975,1235.3792,9864.252,47.809753
0.12539826,33932.812,98032.52,1049.2305,70.79707,723.7696,1341.4723,11054.545,130.9918
0.10831681,18702.055,112844.27,996.2549,107.12976,764.03015,1466.2168,10392.467,60.386604
0.09499839,20717.645,107636.44,1037.2257,96.06096,727.2313,1353.5781,11564.03,74.71761
0.07878351,18806.453,114917.016,1053.1229,64.72173,712.14465,1202.3461,10048.343,55.291866
0.1290755,43327.36,75268.11,1053.8317,111.25307,785.15765,1474.7225,11949.782,113.075386
0.067519195,10294.458,73528.125,997.09924,104.81976,720.2184,1253.537,10689.95,33.742275
0.09699891,19371.795,78631.49,1068.3914,71.138115,725.38824,1620.5922,10039.491,62.49591
0.07439505,26228.084,95082.63,1053.4583,96.05022,748.99414,1414.0173,10405.683,38.852074
0.07399316,13738.864,77277.81,1106.8286,85.177864,782.82074,1568.4106,11810.068,41.841446
0.07010528,7900.748,78537.41,1009.74347,80.37066,791.37115,1140.344,10181.032,30.007275
0.12717444,46931.87,79836.266,1105.8872,107.668495,725.8256,1397.6255,10173.95,139.59346
0.07632008,4747.8433,65491.027,1077.1794,115.91118,733.2949,1143.0582,11231.996,61.665848
0.088592425,26110.549,72778.234,1043.6672,82.76307,762.88135,1245.3698,9985.38,55.246895
0.09780979,33178.754,92958.195,1089.088,73.664925,807.8661,1290.5286,11336.095,73.707886
0.14574558,28585.555,81096.33,1006.79297,66.25329,769.5841,1270.5515,11215.235,137.35875
0.06027227,15478.977,102888.04,1062.2035,109.040535,788.44507,1429.0759,10478.241,22.873081
0.080998205,15994.387,74636.32,1090.3983,114.19753,747.8122,1324.8922,10643.553,56.56585
0.06611031,43445.89,106569.86,1104.7893,108.40175,731.14,1261.943,10973.646,44.508606
0.112524875,46037.523,84684.66,1084.524,72.47015,744.15936,1152.5669,11147.281,129.5312
0.07840877,10366.49,67211.96,1091.2711,93.83018,817.861,1633.0203,10686.43,34.46964
0.1251274,29062.73,111786.13,1045.1093,74.3533,749.59265,1195.2716,11412.476,137.08351
0.1409416,7664.448,84842.84,1075.5074,73.00894,736.62225,1324.2949,11505.99,181.40698
0.067085475,26889.55,94566.37,1059.5526,104.18511,710.20374,1183.3038,10776.442,44.8687
0.083333835,10669.327,63229.168,1096.4816,85.21407,761.6607,1291.7837,12003.691,67.576866
0.09418556,11029.31,94698.48,1062.5045,101.05141,730.7608,1441.678,10118.637,64.65686
0.06100521,37818.125,91662.06,1028.4604,99.4007,815.55383,1178.0017,10816.478,22.804329
0.090715654,40774.473,79863.84,1000.1118,69.3462,801.32477,1517.5947,11020.213,37.11126
0.07455982,18866.818,93110.48,1070.362,104.86068,785.30676,1467.8795,10634.153,35.98021
0.14339891,46990.98,104197.234,1029.777,63.414703,797.10266,1356.0408,9880.814,107.90427
0.11121588,32870.07,101988.19,1105.0168,70.99369,710.5207,1164.0159,11357.903,147.99158
0.14113988,40973.54,66727.97,1038.593,111.50772,725.1316,1545.842,10710.839,134.87096
0.05018119,21369.479,97746.14,1012.05286,94.17281,809.3356,1606.0355,11406.969,11.37635
0.06637976,18289.457,77315.055,1018.42395,96.41839,796.3348,1542.74,10602.441,21.086634
0.11487083,43691.086,110674.47,1051.4402,76.94039,721.5097,1345.8749,10653.61,107.32728
0.123134,16138.065,66811.25,996.60693,74.022095,762.9894,1337.8884,11028.873,90.82778
0.13931745,35829.82,90187.01,1090.3862,88.15242,776.20184,1332.1635,11466.551,162.97433
0.1327949,40272.32,109077.44,990.21436,69.39809,777.3293,1448.046,10039.736,80.87094
0.095123395,4985.7705,104297.68,1064.5101,76.46665,790.3918,1454.8273,11654.986,62.105515
0.11229442,36120.438,93267.125,1071.5153,98.99322,708.7862,1481.4545,11294.426,108.881874
0.14934658,40019.387,114734.72,999.5933,90.92945,774.8725,1635.8732,10305.019,98.243996
0.06558541,11799.084,77835.305,1101.3776,111.14057,787.3941,1506.1113,11936.407,33.564587
0.063576885,715.6146,77780.36,1024.934,105.855156,791.5979,1133.181,11475.063,29.950384
0.102616064,6819.6387,91512.8,1054.2224,90.62163,725.3153,1168.3821,12035.085,111.33681
0.05181248,16574.096,107999.93,1018.1695,70.68663,753.15045,1213.4025,11609.414,21.335434
0.07237985,30925.242,70393.77,1062.0801,111.542656,792.89966,1292.9806,10084.7295,34.472218
0.07318905,38482.59,63166.598,1011.4017,67.03864,815.8157,1516.5911,11972.232,25.87522
0.14998223,47041.38,103053.53,1024.415,103.98747,771.06537,1655.1688,11933.914,127.82646
0.09262956,43380.31,108713.79,1102.0479,73.44027,806.1683,1421.3455,9883.804,55.16829
0.061571803,25916.305,99959.99,1015.529,94.969795,742.86426,1545.5151,11086.571,23.252054
0.12583604,34218.887,76815.234,1071.1233,63.685177,717.7554,1393.7494,10402.049,129.68922
0.12224345,38605.31,107413.445,1042.0354,109.98655,734.2858,1375.227,11163.234,116.463295
0.07350285,35695.758,72417.02,1091.0453,104.34204,813.3737,1236.8969,11030.338,41.901764
0.050685927,42841.027,114431.24,1083.1515,84.40873,792.7027,1351.0825,10280.309,17.808704
0.14239575,28723.697,110114.984,1021.29254,70.86393,797.47473,1675.4359,10214.118,86.00158
0.10062366,22154.852,90432.23,1049.7604,68.27543,781.8768,1404.3406,10393.952,62.644077
0.13633426,47297.625,90185.91,1050.5657,76.20534,764.93506,1658.8043,11690.741,116.27107
0.117477424,46876.39,78422.414,1010.05005,79.38761,794.75635,1234.7449,11360.429,85.00543
0.091132976,26836.467,93722.71,1104.548,108.66488,778.93506,1620.9076,10883.7705,56.86185
0.07528798,1687.052,95638.625,993.46356,104.67036,756.35913,1254.7281,11912.869,39.98429
0.06907766,34264.895,89727.84,1004.71063,91.4268,723.16113,1160.1472,10165.033,36.870068
0.12668471,44065.12,85213.93,1068.4795,106.87661,773.14526,1245.1218,11841.862,140.33832
0.13209562,39644.004,110792.31,1065.87,70.696304,813.6841,1449.9701,10350.792,97.602356
0.08630937,17207.455,95042.92,1038.7944,78.23502,805.30054,1541.1522,11942.231,42.15305
0.12347391,42257.375,95908.484,1066.8561,90.052216,721.9695,1188.5913,10125.4375,139.43811
0.07987074,1127.8708,72128.266,1062.2646,112.39031,718.91766,1536.041,11154.695,49.8721
0.13425523,37675.613,90350.164,1082.2823,106.60503,817.76355,1281.5742,11638.842,134.7309
0.13365333,19716.988,65183.02,1093.1533,110.332565,776.92413,1310.8323,10588.958,142.24756
0.10344249,27386.363,69665.56,1084.5059,82.528404,725.29395,1129.5614,10219.216,108.45102
0.07007691,7131.036,71457.77,1096.6713,65.21297,703.75964,1493.3159,10681.132,43.222763
0.123030946,35556.13,65570.07,1042.0288,96.61369,711.9701,1631.7533,10851.319,103.69509
0.06402618,15729.809,107595.88,1103.9794,75.93504,798.3773,1501.1587,10383.673,27.160622
0.08529881,5830.3564,107233.46,1010.7543,87.91916,801.8854,1562.9956,11522.048,35.075832
0.113286436,33966.254,76777.305,1042.0513,103.11305,707.2412,1675.8818,12037.954,96.42038
0.10402402,31584.068,80726.52,1033.6997,95.79617,782.4286,1553.4086,10399.209,56.91201
0.12176179,32598.889,66790.25,1083.6515,112.40296,811.3244,1516.2406,11805.465,98.128456
0.110156834,42402.082,77076.61,1039.7874,71.315346,718.6833,1164.3448,9932.251,103.45374
0.07118093,44762.902,105189.62,1109.6659,106.257225,781.1153,1501.9836,11123.285,38.638805
0.094072565,31657.252,85959.43,1066.6857,78.5897,813.34656,1630.6746,10016.829,43.07567
0.12868999,21928.613,107788.4,1091.8203,87.86246,806.6114,1539.2584,11098.051,106.11933
0.11903618,19850.283,107068.984,1073.1893,115.79376,724.39624,1256.4531,10015.859,123.04823
0.054088995,34533.383,86505.734,1051.197,112.23557,763.3372,1204.3359,10313.316,22.62305
0.1497079,28178.111,78355.36,1056.7605,79.44027,787.02716,1645.6783,10425.949,119.028595
0.1356834,45632.766,96625.72,1039.5332,94.58099,782.4045,1604.2666,10172.041,93.55887
0.0622149,18576.514,115116.83,992.7214,70.25542,801.98285,1640.401,11574.066,16.324862
0.08855143,20029.36,91590.72,1069.5791,81.846855,746.12787,1167.6407,11237.972,76.25438
0.106126234,19536.996,73083.69,1034.4966,81.08374,709.2555,1348.5547,10801.032,91.55358
0.095676966,20306.855,93942.945,1022.7065,97.79062,777.68805,1586.4175,10869.855,48.09091
0.06916191,23219.475,107033.44,1074.3094,63.133682,805.6269,1271.7183,11451.889,36.20156
0.10874819,32029.373,93608.42,1028.4531,94.92021,753.0068,1166.0502,12025.232,104.689766
0.07231521,38581.207,105024.48,1079.8799,115.902985,752.5329,1348.896,10692.224,42.52879
0.1176973,11092.747,94127.62,1006.39716,81.33285,710.4262,1174.8823,11423.788,124.06369
0.13204321,31299.818,93895.62,1074.0372,72.50359,817.7237,1157.9551,10651.798,127.401855
0.10341601,40469.066,95817.44,1079.6056,75.86323,718.48004,1280.1982,11213.575,105.44077
0.14717148,40088.34,94186.41,1069.66,82.97913,718.30695,1500.2787,11285.359,177.65459
0.14387864,48826.188,104659.516,1102.8821,86.2521,722.94745,1264.2692,10775.437,207.8844
0.08669148,33080.29,80802.34,1098.4468,95.915306,791.0728,1441.4647,10403.653,52.18845
0.14763,29198.793,104779.83,1039.635,95.814125,794.71655,1607.8612,10935.729,112.9896
0.08071414,5636.658,67705.4,1063.6224,76.81733,706.343,1501.0398,11184.944,54.296158
0.11122465,1502.0812,101209.39,1003.7455,79.56388,706.3042,1605.444,10427.246,74.72147
0.08180884,42150.863,66694.98,1032.836,64.69092,748.88275,1493.8174,11747.739,46.70188
0.087359324,10766.61,75791.4,1069.6161,106.974396,772.3161,1357.8025,9942.321,52.033737
0.05592446,20965.72,83421.195,1094.7605,66.14635,750.8214,1523.3845,10841.225,23.997517
0.078266256,36709.914,92045.516,1101.3483,92.56209,705.62317,1433.8496,11847.015,62.69727
0.13469826,23335.32,73730.89,1063.1906,69.26994,757.7488,1633.6423,10698.792,112.85112
0.1323431,47651.13,82383.836,1095.1537,113.06292,718.4536,1318.2667,10049.661,156.8279
0.05607341,33427.688,73633.64,1090.4242,94.690865,813.80817,1158.791,10064.097,23.685236
0.067948036,29304.604,74087.61,993.7346,77.85717,711.8125,1267.141,10346.251,33.283382
0.06734431,2468.8035,104801.39,1072.3221,96.82129,752.11615,1285.7108,10703.801,37.90408
0.10487213,30476.121,73373.58,1075.9379,65.27496,703.0527,1670.7859,10594.99,81.15467
0.07973552,40294.91,72805.32,1042.3193,106.29875,717.07806,1435.8093,10843.78,48.91646
0.062354375,1057.8076,83607.55,1080.7965,88.37079,790.0797,1500.6958,10897.239,25.745531
0.13077979,48317.176,113847.02,1001.5109,90.3044,736.1361,1417.8857,11901.612,118.481
0.14071281,7943.8516,64639.816,1081.8464,64.86722,775.661,1580.8914,10854.929,129.29166
0.14476426,1446.3657,113759.516,1108.7008,100.73926,774.83026,1500.7638,10534.998,153.27089
0.08717313,7110.5547,98570.26,992.96826,101.312546,716.12006,1573.8867,10111.563,42.34661
0.11341469,14873.132,115342.22,1017.55457,110.6194,743.74725,1604.3224,11983.181,82.223335
0.13349597,37162.637,94307.95,1032.502,80.30906,735.22034,1491.8143,10304.316,113.86819
0.09890953,46691.445,94396.83,1072.0929,77.68595,810.6238,1474.4258,10755.215,58.26963
0.09355723,37597.723,86371.195,1003.14136,93.00775,773.1561,1424.2822,11639.652,51.42763
0.10231358,12193.323,77115.83,1041.6372,82.33155,724.87256,1545.2148,11076.352,74.27651
0.10095686,14149.161,79982.875,1054.7223,65.84411,790.17847,1624.6139,10782.868,55.88115
0.06375047,48894.34,86931.81,1033.2554,77.89238,712.7183,1329.2566,10620.262,32.60583
0.14485522,39901.387,63249.14,1100.8701,79.508606,748.44293,1166.6945,10565.702,207.28506
0.14610086,25274.922,82614.84,1109.4619,100.106,759.3421,1481.3933,10818.787,169.86975
0.088089205,7729.9233,71477.81,1009.0998,72.593666,702.86346,1228.4191,9863.746,59.652546
0.10941881,14706.779,64952.94,1026.5745,81.94809,806.7373,1429.8894,10032.168,57.663834
0.07245784,640.22577,84965.266,1091.6772,85.411156,769.66815,1525.496,11535.4375,40.076958
0.064484626,46670.4,86869.66,1066.7578,73.756485,792.25586,1297.4663,10806.867,29.773962
0.09752411,14694.694,80185.51,1072.4552,87.09494,768.4169,1124.1072,10842.945,87.080345
0.09494794,11248.2705,77839.016,1103.3029,110.8893,806.4016,1159.1282,11292.407,81.54187
0.053092513,2708.8381,89944.38,994.83405,114.28287,754.88885,1290.8654,10312.13,16.956326
0.06367285,39744.88,65165.895,1045.7588,103.60506,718.0677,1417.3474,11798.862,34.669094
0.1280412,1044.0134,101948.95,991.7742,84.10633,730.30414,1363.396,11847.6,116.13864
0.14133528,4428.879,114211.945,1002.9082,71.54591,814.85675,1390.2584,10551.521,88.594475
0.14417268,1158.843,93127.07,1082.8722,73.603386,759.0211,1544.6459,11029.736,149.64928
0.06609047,23602.883,103380.41,1075.9298,100.221085,743.3488,1470.942,10090.685,31.247843
0.092246465,1135.6204,97522.39,1024.7097,81.86638,809.2687,1356.7443,11327.576,47.88992
0.14238498,27191.127,90435.24,1007.33075,100.45113,711.5105,1635.4652,10356.725,118.39185
0.07561839,41696.53,64084.105,1013.664,114.6576,753.9027,1511.7816,11385.866,35.05721
0.08053668,43525.465,64605.652,999.7917,73.476326,770.4912,1675.7334,11358.119,31.54497
0.11232468,13499.47,98816.85,1058.3179,107.25234,719.553,1263.9423,10167.394,107.41912
0.14617941,45280.965,104990.43,1049.8258,64.47608,700.20795,1611.8837,11784.6045,169.00177
0.1360494,39184.914,67779.516,1035.946,80.40259,742.86127,1341.2683,10479.857,131.67035
0.08843617,41296.58,113687.33,1095.407,72.85269,750.0635,1669.8453,10127.883,51.246063
0.12791492,28523.926,74641.68,1074.0928,95.8348,811.6914,1592.7157,10384.547,87.34483
0.110604495,15991.626,65389.03,1016.61536,101.46777,720.3759,1438.1985,11456.619,90.17814
0.058357015,29964.047,87077.875,1068.205,100.20777,737.2321,1186.7041,10094.171,30.062912
0.11667086,33761.08,114617.055,1029.4027,72.683914,778.8054,1232.278,11395.745,98.03438
0.07444094,30339.516,65519.734,1073.8086,68.16213,763.4277,1373.3435,10372.063,40.647503
0.14348097,5194.65,86666.38,1100.8995,113.83502,720.6538,1134.327,10187.488,218.99806
0.13597445,35287.598,112237.31,1028.1841,115.35664,719.63873,1260.9313,11466.86,161.51198
0.09148179,41922.133,73415.17,1045.0453,96.012794,711.1996,1568.2013,10109.784,56.378735
0.08813002,9551.138,71377.555,1030.3491,96.91951,766.8882,1184.9164,11564.9375,62.46003
0.14304677,10260.156,70005.18,1054.4551,78.474495,788.987,1159.0654,10098.132,146.81299
0.068467066,4333.093,87229.984,1047.5779,99.50938,740.4071,1501.4661,10798.203,32.472496
0.13243583,31197.404,112611.32,1058.3052,63.38011,816.64197,1227.9395,10200.429,109.0632
0.09838113,16658.932,79211.86,1025.808,91.49938,717.7726,1158.3839,11471.139,92.17116
0.10420969,45035.375,67354.73,1045.3235,97.650604,766.069,1130.1324,10362.558,86.78325
0.07533683,246.20572,83935.86,1109.1934,74.396645,725.3075,1475.924,11028.235,51.02786
0.070282064,42027.098,93473.62,1106.1774,93.8115,709.3121,1662.6594,11506.712,42.51848
0.124338545,17178.52,92052.0,1102.0996,89.54137,786.57385,1151.5284,10260.55,135.31694
0.054900646,39054.926,65357.85,1082.3457,89.38989,816.9284,1225.7329,11436.843,23.400408
0.06112003,9333.147,70831.56,1021.0338,89.433495,772.746,1546.1881,11209.367,21.086573
0.13119626,3840.6606,115521.04,1005.2949,74.41844,784.3933,1635.0741,11066.161,80.19866
0.12895682,2281.477,80236.22,1107.233,79.90549,756.57367,1667.2571,10618.293,115.922386
0.117755726,28495.547,68852.6,1043.5984,87.17811,819.656,1132.6876,10024.992,85.59458
0.05750574,14654.653,95022.56,998.41144,64.24507,735.426,1342.3889,10149.021,20.606222
0.05368804,13004.821,63988.977,1065.7992,96.189705,709.8233,1146.0334,11371.298,31.925474
0.125984,7150.1113,67536.86,1091.2267,95.24027,700.1891,1504.5619,10721.496,138.04698
0.12549262,45691.434,65506.91,1090.6987,105.46493,746.6385,1169.1223,11492.264,165.76674
0.13211213,45042.023,93860.24,1052.6562,83.861725,704.09424,1625.856,10871.539,126.67418
0.09676097,24282.295,95835.984,1011.1211,91.268616,779.23566,1150.5005,10797.452,63.630363
0.13838649,10489.469,107892.51,1074.5247,108.05635,770.55994,1403.2633,11785.402,152.316
0.093350224,30934.75,108208.76,1092.3109,70.754166,785.35657,1230.8977,10869.533,73.69698
0.10240799,25844.041,63919.926,1017.5315,83.24028,790.29645,1176.1957,11069.525,69.94348
0.05108621,3663.034,75521.22,1021.45386,77.56529,806.86914,1196.7361,10706.362,15.713347
0.13795823,37193.6,72065.055,1030.6952,67.806816,743.8615,1444.7228,10034.959,117.689964
0.06996805,41153.707,110381.914,1018.5782,102.40881,739.0278,1130.5963,10410.31,39.472675
0.062220547,11457.087,111958.97,1041.917,98.96778,780.217,1179.329,10409.438,28.035275
0.13651446,44512.7,111124.586,1032.0785,89.938034,737.88904,1362.5742,10306.961,129.00359
0.08093012,11630.857,76639.6,1016.9263,78.05586,808.83777,1433.1538,11597.651,34.5101
0.1188791,9602.491,103935.17,1100.912,107.217224,779.93536,1501.9344,10519.374,99.2914
0.14550124,31685.36,93048.51,1002.2088,84.1695,710.92865,1253.9796,11899.303,181.17386
0.10407785,42296.92,101991.86,1081.2739,81.71243,793.6422,1167.5853,10522.776,87.539604
0.06317803,14285.361,84434.78,1057.2391,84.39959,786.9395,1248.7368,10999.604,29.779589
0.13706253,21774.244,105351.305,1053.5498,91.837456,812.43164,1668.6862,9980.039,84.4894
0.1262274,25573.533,102590.73,1060.8705,67.07994,759.24664,1453.5936,10617.569,109.124596
0.13271727,45623.625,77876.48,1108.7195,112.95793,767.1957,1530.9673,11291.373,138.36623
0.09343294,6598.681,108374.31,1079.9651,105.00154,774.7462,1406.5305,11182.216,66.30387
0.13901415,25139.451,73198.0,1037.2163,92.34651,768.9085,1449.843,11193.383,124.54034
0.11765045,7169.894,113143.6,1013.67804,114.48437,727.13965,1676.0808,10995.083,81.38196
0.09312589,40809.05,65812.586,1064.9282,87.995346,708.0154,1507.6919,9900.896,63.590244
0.09620348,47128.78,99222.125,1015.0971,93.37549,794.3177,1252.8217,10785.653,54.957134
0.07262995,36837.914,89212.625,1076.4174,85.53452,709.6699,1304.5411,11499.186,53.383667
0.12572785,9764.488,79143.055,1058.5725,105.32389,739.59564,1194.7214,10905.868,143.49086
0.08253403,36680.438,110546.97,995.479,84.48066,762.1251,1574.1233,10537.27,33.311764
0.08852113,3532.828,105746.23,1040.5839,109.58662,748.69293,1648.5781,9876.037,42.948914
0.13414858,8122.6255,113316.57,1078.8395,101.36701,790.2182,1133.3555,11586.447,165.16295
0.11933913,21881.137,90576.62,1076.1582,90.42536,801.18384,1560.7883,10476.982,82.05857
0.13836162,45164.9,85868.53,1075.0747,84.15209,804.42523,1623.2761,12014.127,119.19732
0.059212316,41580.863,86141.47,1060.0807,91.48791,780.9417,1314.9045,11766.226,27.449537
0.13135906,42480.75,108534.42,1087.8319,75.09171,716.7822,1222.243,11703.809,189.95366
0.10940441,10140.391,70375.46,1039.4397,69.95702,707.75555,1651.2975,11094.8,83.25109
0.064971596,27681.787,79475.3,1038.1234,113.39903,813.80365,1487.0798,12022.171,24.003006
0.14538236,25061.428,65095.918,1087.7205,77.011665,770.53284,1545.3789,12003.08,161.50836
0.08737755,41030.54,76941.14,1061.6193,101.57966,756.4289,1274.5829,12009.223,68.65323
0.102304354,46470.477,68133.88,1080.5416,87.786156,706.2341,1207.1313,11997.294,121.381454
0.083468296,48426.1,89971.45,1029.3545,103.99735,718.8255,1447.0,9925.085,46.476894
0.107824504,32297.016,65421.277,1013.031,115.66192,814.29156,1296.5156,11894.199,66.20704
0.14032423,42278.95,86715.28,1043.4614,78.25772,798.0852,1189.2416,11293.445,142.00424
0.072750606,40398.457,65527.734,1052.0591,101.97555,762.2562,1462.1923,10222.803,33.60846
0.05591773,47293.18,106160.44,1000.4221,71.08785,770.6411,1496.0413,11110.529,16.725788
0.07050789,27541.93,65118.266,1048.3491,89.36948,768.3182,1500.8594,11121.001,32.320847
0.061655372,15309.011,99098.55,1049.2432,106.270294,744.4121,1442.5015,10629.415,26.781376
0.058149226,6843.8403,113228.52,995.9408,91.78661,794.11383,1538.446,10661.637,14.83581
0.10504301,9026.9795,110513.73,1006.8139,110.0826,738.57275,1163.9435,10716.927,85.16767
0.099620536,15570.358,72971.24,1016.1968,79.31606,737.04,1303.0417,11312.286,75.071144
0.14430624,41244.652,87676.57,1101.2496,88.492294,714.7437,1388.4406,10724.496,193.10356
0.14312391,31934.004,113395.58,1035.8772,101.104416,775.27814,1359.3296,10341.526,126.38648
0.13147447,6856.2393,108005.375,1087.9161,94.93372,719.97687,1466.6241,10980.367,148.49118
0.11496395,34498.15,96125.79,1072.9415,72.23146,817.2989,1564.6672,11501.328,77.368095
0.09378426,27635.39,80459.41,1042.7764,86.60944,751.7774,1497.9865,9863.246,52.721348
0.058116086,34094.11,96036.61,1075.8213,83.78717,729.25995,1289.3054,11875.499,33.7869
0.061547976,42068.93,63784.594,1037.9797,91.02807,720.0695,1175.6598,10220.315,32.8102
0.100483745,36404.387,78532.0,1106.7673,93.07708,717.49896,1462.2434,11351.857,95.34559
0.10634601,31577.275,92784.26,1052.2991,72.49703,758.4424,1438.6586,11898.741,85.6549
0.05894886,22435.617,65907.125,1084.1097,69.59281,809.74945,1644.3589,11663.02,21.195723
0.07174978,36611.926,115378.016,1013.3089,69.039085,746.2076,1316.3137,11166.08,36.492683
0.11977363,21068.176,96671.19,993.1563,98.587074,742.6527,1365.0427,11723.275,96.23221
0.11590148,12242.796,75464.91,1089.1462,78.910164,804.5586,1322.3656,10150.667,91.49839
0.06896732,47264.793,76676.86,1083.394,70.49569,741.82416,1147.931,10736.867,47.53775
0.10427076,43624.74,80584.06,1081.9307,97.845116,800.75775,1255.3146,10018.292,76.20809
0.09596941,12550.26,102436.01,1034.5876,64.428085,796.274,1637.7113,11250.89,47.098522
0.119886085,42699.367,94092.15,1068.8143,89.159966,763.23,1478.3615,10314.856,95.58447
0.063782334,24454.945,79413.34,1047.5931,88.71224,813.363,1342.0497,10584.064,23.554167
0.109103344,34800.637,112637.66,1031.0137,82.415215,751.29584,1420.8607,10438.601,76.33515
0.08282025,38883.65,78517.67,1070.4076,96.0333,787.255,1649.3162,10193.065,37.600437
0.06551527,49493.05,87541.664,1063.638,99.32536,791.774,1206.1615,10186.804,30.884922
0.1273265,8911.094,93617.55,1069.0566,83.85024,816.3399,1367.3695,10664.552,99.54909
0.13858326,30822.045,73539.22,1023.18787,108.35222,701.13525,1423.4518,11035.966,149.38326
0.09226248,12624.304,91206.69,1001.704,94.43071,749.68036,1571.0859,11935.649,50.995342
0.10456969,18726.13,107898.02,1101.9054,77.14009,789.10156,1551.0149,11879.562,81.766174
0.12001964,28704.955,80036.86,1098.4688,64.55545,758.5454,1459.6569,11133.397,116.10625
0.112671986,43580.49,100922.11,1080.1364,97.611534,746.133,1415.836,11868.555,110.88667
0.06687172,34680.152,71152.266,1005.1112,98.658516,716.9612,1377.1144,11169.142,32.75312
0.13670167,37238.023,89930.55,992.8543,111.2812,803.9194,1270.7573,10481.146,90.6992
0.08197192,39964.113,95688.37,1075.1184,93.86836,724.02264,1337.3978,11177.067,61.698303
0.14991829,265.16397,89999.586,1097.3475,104.692345,818.06824,1456.3853,10389.632,139.87466
0.13294666,16406.736,100726.54,1023.5214,112.338234,716.3751,1556.7084,10139.793,110.42512
0.05203277,18793.355,74955.39,1104.6069,98.01666,766.2332,1529.914,11825.932,22.216467
0.057818282,26385.395,89497.984,1015.961,115.43699,704.8532,1391.2825,11469.373,26.89302
0.07102552,17187.25,111024.32,1026.7375,95.979744,789.8949,1281.3369,11078.598,32.36216
0.095984966,33911.395,94989.39,1034.2579,103.14566,812.5261,1198.1094,11122.854,59.266228
0.0815312,36793.062,71896.69,1055.514,113.16648,780.3005,1470.667,10323.041,40.23414
0.093760565,26253.305,100821.555,1042.0068,113.57041,785.6819,1248.3153,10506.971,59.341915
0.057166573,36035.227,110411.14,1055.4332,73.15648,819.2489,1310.9036,10158.747,18.747843
0.09792118,24842.19,92908.28,998.4746,74.545334,816.8704,1228.6995,11108.956,49.104687
0.06161236,26585.385,94334.164,1017.163,73.11469,770.00775,1658.0797,11989.006,21.26062
0.14173889,5754.7065,110236.99,990.4069,73.76383,742.5883,1433.1409,10333.717,111.61558
0.13083048,20759.137,73210.1,1102.0614,85.00632,788.2161,1226.8112,10030.672,136.6378
0.14911346,48475.535,89023.02,1027.398,111.01935,777.80365,1546.8069,11885.393,132.66911
0.14180583,20004.982,92816.25,1047.9812,82.58416,740.4226,1227.3363,10971.723,171.47614
0.08436981,43956.242,65224.64,1072.2534,110.13988,715.5659,1251.4353,11901.541,75.55277
0.052302007,40031.434,99230.56,1086.7208,84.945564,817.3254,1127.3021,9984.095,20.464739
0.0691184,29132.248,106278.25,1068.3479,101.03978,766.7107,1440.3109,10983.376,34.441967
0.06577319,38042.566,100610.2,1085.2891,81.107445,734.4057,1228.0078,9885.982,38.28184
0.111044995,24426.45,83060.85,1085.5372,113.2337,727.86206,1380.6492,11427.396,114.050285
